Emp ID,Name Prefix,First Name,Middle Initial,Last Name,Gender,E Mail,Father's Name,Mother's Name,Mother's Maiden Name,Date of Birth,Time of Birth,Age in Yrs.,Weight in Kgs.,Date of Joining,Quarter of Joining,Half of Joining,Year of Joining,Month of Joining,Month Name of Joining,Short Month,Day of Joining,DOW of Joining,Short DOW,Age in Company (Years),Salary,Last % Hike,SSN,Phone No. ,Place Name,County,City,State,Zip,Region,User Name,Password
768457,Mr.,Robby,U,Jordan,M,robby.jordan@comcast.net,Reuben Jordan,Althea Jordan,Kennedy,3/20/1974,02:45:07 AM,43.39,82,3/12/2007,Q1,H1,2007,3,March,Mar,12,Monday,Mon,10.39,119793,25%,731-28-7678,206-604-6965,Metaline,Pend Oreille,Metaline,WA,99152,West,rujordan,k[Nqfir#C_n
583282,Mrs.,Carolina,Y,Coleman,F,carolina.coleman@aol.com,Earl Coleman,Goldie Coleman,Hartman,10/30/1994,06:38:54 PM,22.76,53,7/1/2016,Q3,H2,2016,7,July,Jul,1,Friday,Fri,1.07,166828,18%,522-99-8409,239-928-5690,Sanford,Seminole,Sanford,FL,32771,South,cycoleman,fwV$Z87v3j{~BWH
421955,Ms.,Sonia,X,Cook,F,sonia.cook@gmail.com,Scotty Cook,Marva Cook,Morton,7/3/1965,02:58:29 PM,52.1,48,12/25/2012,Q4,H2,2012,12,December,Dec,25,Tuesday,Tue,4.59,191691,23%,211-84-2167,236-937-1339,Pearisburg,Giles,Pearisburg,VA,24134,South,sxcook,7J>!z#mo//lUn
556491,Prof.,Larry,C,Tran,M,larry.tran@gmail.com,Hunter Tran,Lorna Tran,Thornton,1/12/1970,08:40:15 PM,47.57,63,3/15/2007,Q1,H1,2007,3,March,Mar,15,Thursday,Thu,10.38,129203,30%,145-23-5514,304-994-1002,Pliny,Pliny,Pliny,WV,25158,South,lctran,0I5kv<\++8%Hx
701223,Ms.,Esmeralda,P,Grant,F,esmeralda.grant@yahoo.com,Oliver Grant,Lucinda Grant,Bruce,12/19/1990,12:29:20 AM,26.62,48,1/24/2013,Q1,H1,2013,1,January,Jan,24,Thursday,Thu,4.51,190367,19%,536-71-6439,262-728-1705,Shullsburg,Lafayette,Shullsburg,WI,53586,Midwest,epgrant,Nb*yf@Z8TSE:d
122005,Hon.,Candy,K,Singleton,F,candy.singleton@hotmail.com,Russ Singleton,Nadine Singleton,Ross,6/29/1981,01:37:37 PM,36.1,47,4/11/2017,Q2,H1,2017,4,April,Apr,11,Tuesday,Tue,0.3,175771,10%,334-11-6997,205-585-4936,Wetumpka,Elmore,Wetumpka,AL,36093,South,cksingleton,t?>x1}yh]Dn
461385,Mrs.,Emma,E,Obrien,F,emma.obrien@gmail.com,Cameron Obrien,Michele Obrien,Sullivan,9/15/1966,04:29:31 AM,50.9,56,12/2/2012,Q4,H2,2012,12,December,Dec,2,Sunday,Sun,4.65,182870,5%,425-99-7082,262-707-3676,Briggsville,Marquette,Briggsville,WI,53920,Midwest,eeobrien,b;cNIBaYfK6_E+x
249180,Dr.,Scot,M,Beach,M,scot.beach@sbcglobal.net,Ivan Beach,Elvia Beach,Holt,7/31/1980,08:19:20 PM,37.02,84,6/29/2010,Q2,H1,2010,6,June,Jun,29,Tuesday,Tue,7.08,141641,1%,756-12-8398,319-334-1932,Pocahontas,Pocahontas,Pocahontas,IA,50574,Midwest,smbeach,Ust_+g$Bh7;MX^X
634658,Mr.,Rolland,D,Mendoza,M,rolland.mendoza@yahoo.com,Daren Mendoza,Magdalena Mendoza,Swanson,8/5/1966,11:44:24 AM,51.01,50,1/26/2015,Q1,H1,2015,1,January,Jan,26,Monday,Mon,2.5,75123,24%,180-86-0187,228-727-6767,Jackson,Hinds,Jackson,MS,39216,South,rdmendoza,M!E1To>f^o7g
842752,Mrs.,Tommie,B,Sanchez,F,tommie.sanchez@gmail.com,Agustin Sanchez,Brittney Sanchez,Travis,6/6/1974,04:00:52 PM,43.17,60,9/25/1997,Q3,H2,1997,9,September,Sep,25,Thursday,Thu,19.85,155291,1%,148-23-0773,205-823-2834,Wedowee,Randolph,Wedowee,AL,36278,South,tbsanchez,5/+|EJZi~A
513773,Prof.,Jessie,N,Cortez,M,jessie.cortez@exxonmobil.com,Hollis Cortez,Katelyn Cortez,Gutierrez,9/20/1981,10:39:50 PM,35.88,88,4/16/2016,Q2,H1,2016,4,April,Apr,16,Saturday,Sat,1.28,102944,27%,165-86-1499,239-810-9402,Clearwater,Pinellas,Clearwater,FL,33763,South,jncortez,6RyPS|0VHF3l?
781472,Mr.,Isiah,T,Guthrie,M,isiah.guthrie@bellsouth.net,Adrian Guthrie,Trisha Guthrie,Graham,8/19/1965,06:34:36 AM,51.98,61,5/6/2009,Q2,H1,2009,5,May,May,6,Wednesday,Wed,8.23,45519,25%,100-02-2099,385-228-9893,Heber City,Wasatch,Heber City,UT,84032,West,itguthrie,Es+XaWTt\l8wT*
747200,Mrs.,Janelle,Q,Gill,F,janelle.gill@gmail.com,Santos Gill,Marissa Gill,Frye,5/27/1962,09:30:13 AM,55.21,41,7/13/1999,Q3,H2,1999,7,July,Jul,13,Tuesday,Tue,18.05,131182,30%,390-33-9081,236-897-3910,Falls Church,Falls Church (city),Falls Church,VA,22040,South,jqgill,U+g>QPO:
932425,Mr.,Christoper,Y,Haynes,M,christoper.haynes@yahoo.com,Mathew Haynes,Bertie Haynes,Barry,9/1/1979,02:50:16 PM,37.93,63,2/24/2014,Q1,H1,2014,2,February,Feb,24,Monday,Mon,3.42,84029,3%,488-29-1186,210-869-1768,Speaks,Lavaca,Speaks,TX,77985,South,cyhaynes,Q5|@?AG@K
962851,Ms.,Kathie,E,Kirby,F,kathie.kirby@sbcglobal.net,Dwayne Kirby,Nona Kirby,Glover,11/22/1986,08:21:08 PM,30.7,42,7/30/2011,Q3,H2,2011,7,July,Jul,30,Saturday,Sat,6,65985,25%,492-29-8466,505-502-1526,Santa Teresa,Doña Ana,Santa Teresa,NM,88008,West,kekirby,Y3V1uG9FW|N%?t
168829,Ms.,Antonia,H,Kinney,F,antonia.kinney@gmail.com,Hans Kinney,Deirdre Kinney,Lopez,2/9/1985,06:36:39 PM,32.48,42,5/26/2006,Q2,H1,2006,5,May,May,26,Friday,Fri,11.18,148623,16%,125-98-4079,239-363-8520,Fort Lauderdale,Broward,Fort Lauderdale,FL,33348,South,ahkinney,vH5D7!^s
603575,Ms.,Ophelia,V,Wagner,F,ophelia.wagner@ibm.com,Galen Wagner,Mabel Wagner,Kennedy,2/2/1972,11:26:46 AM,45.52,49,11/25/2013,Q4,H2,2013,11,November,Nov,25,Monday,Mon,3.67,45192,12%,083-02-0316,480-956-7391,Scottsdale,Maricopa,Scottsdale,AZ,85257,West,ovwagner,be!JK2b9tKsWX
419075,Mrs.,Hallie,G,Cervantes,F,hallie.cervantes@aol.com,Burton Cervantes,Georgia Cervantes,Knight,6/30/1979,02:48:24 PM,38.1,53,4/3/2016,Q2,H1,2016,4,April,Apr,3,Sunday,Sun,1.32,192037,20%,649-56-2968,270-272-6620,Se Ree,Breckinridge,Se Ree,KY,40164,South,hgcervantes,LJtUi?2<{vzf@JA
224473,Ms.,Adriana,R,Mcfarland,F,adriana.mcfarland@outlook.com,Harold Mcfarland,Alison Mcfarland,Gonzalez,8/29/1978,02:16:57 AM,38.94,55,1/10/2000,Q1,H1,2000,1,January,Jan,10,Monday,Mon,17.56,71847,5%,256-99-0570,308-264-5555,Gordon,Sheridan,Gordon,NE,69343,Midwest,armcfarland,JNsoC!g[8Z?/_4
552582,Hon.,Jana,L,Weiss,F,jana.weiss@gmail.com,Winston Weiss,Angel Weiss,Knapp,1/4/1968,10:00:00 AM,49.6,43,6/3/2000,Q2,H1,2000,6,June,Jun,3,Saturday,Sat,17.16,141390,24%,315-35-7587,229-852-3944,Athens,Clarke,Athens,GA,30606,South,jlweiss,refD\Hr5ftYq!
724235,Mr.,Quentin,J,Benson,M,quentin.benson@gmail.com,Kermit Benson,Blanche Benson,Riddle,3/21/1980,01:35:54 PM,37.38,60,4/17/2013,Q2,H1,2013,4,April,Apr,17,Wednesday,Wed,4.28,75837,28%,131-98-3113,262-949-3970,Chippewa Falls,Chippewa,Chippewa Falls,WI,54774,Midwest,qjbenson,6%Dr8qoTTSa[z
908007,Mrs.,Debra,S,Pena,F,debra.pena@ibm.com,Theron Pena,Faye Pena,Harmon,11/25/1990,05:27:18 AM,26.69,44,9/17/2015,Q3,H2,2015,9,September,Sep,17,Thursday,Thu,1.86,113267,16%,168-86-9131,215-707-4774,Kossuth,Clarion,Kossuth,PA,16331,Northeast,dspena,oWq%lNhYz
871610,Mr.,Kenton,I,Moreno,M,kenton.moreno@shell.com,Emmett Moreno,Kristie Moreno,Simon,1/19/1993,01:06:32 PM,24.54,70,1/8/2016,Q1,H1,2016,1,January,Jan,8,Friday,Fri,1.55,148664,20%,647-21-4922,217-404-9496,Highland Park,Lake,Highland Park,IL,60035,Midwest,kimoreno,odRmi%4dV
491595,Prof.,Ian,O,Alvarado,M,ian.alvarado@aol.com,Isaac Alvarado,Effie Alvarado,Sanford,9/25/1965,03:58:12 AM,51.87,67,12/27/1998,Q4,H2,1998,12,December,Dec,27,Sunday,Sun,18.6,109416,15%,073-02-6652,205-934-4799,Huntsville,Madison,Huntsville,AL,35806,South,ioalvarado,fPr1isi~1
821474,Mr.,Jasper,F,Lucas,M,jasper.lucas@yahoo.co.in,Vern Lucas,Ann Lucas,Massey,9/18/1981,10:20:22 AM,35.88,79,2/12/2003,Q1,H1,2003,2,February,Feb,12,Wednesday,Wed,14.47,96328,21%,344-11-3729,316-544-2902,Greeley,Anderson,Greeley,KS,66033,Midwest,jflucas,KgDdL_.sxZXQp.5
206783,Hon.,Brock,X,Roberts,M,brock.roberts@yahoo.co.in,Humberto Roberts,Lelia Roberts,Suarez,2/27/1968,10:37:12 AM,49.45,77,1/8/1991,Q1,H1,1991,1,January,Jan,8,Tuesday,Tue,26.57,158082,25%,367-39-5971,304-276-6112,Gary,McDowell,Gary,WV,24836,South,bxroberts,L2_5S[Y:%
870463,Mr.,Salvador,S,Deleon,M,salvador.deleon@hotmail.com,Garland Deleon,Stephanie Deleon,Robles,4/7/1969,11:16:04 AM,48.34,63,2/21/1995,Q1,H1,1995,2,February,Feb,21,Tuesday,Tue,22.45,55351,6%,662-22-8169,217-253-3858,Riverdale,Cook,Riverdale,IL,60827,Midwest,ssdeleon,7z#Drtviw
809491,Mr.,Terence,U,Giles,M,terence.giles@yahoo.com,Lynn Giles,Colleen Giles,Burris,9/15/1976,04:55:12 AM,40.89,54,6/12/2010,Q2,H1,2010,6,June,Jun,12,Saturday,Sat,7.13,145954,26%,175-86-1083,205-271-2216,Montevallo,Shelby,Montevallo,AL,35115,South,tugiles,QBt%Id?jAQ
924427,Mr.,Dario,O,Townsend,M,dario.townsend@yahoo.com,Williams Townsend,Bridget Townsend,Fuller,5/10/1962,03:39:12 PM,55.25,69,1/27/1994,Q1,H1,1994,1,January,Jan,27,Thursday,Thu,23.52,116911,26%,222-11-0449,209-535-5945,Torrance,Los Angeles,Torrance,CA,90501,West,dotownsend,P]OTQk>C
505780,Drs.,Ester,Z,Houston,F,ester.houston@ibm.com,Jeffrey Houston,Julie Houston,Knight,3/12/1978,10:02:31 AM,39.41,59,7/1/2007,Q3,H2,2007,7,July,Jul,1,Sunday,Sun,10.08,65748,19%,551-99-8062,215-803-3018,Arendtsville,Adams,Arendtsville,PA,17303,Northeast,ezhouston,jJ>78dBwe_eos
149904,Ms.,Leanne,R,Mcmahon,F,leanne.mcmahon@shaw.ca,Royal Mcmahon,Vivian Mcmahon,Holden,1/11/1964,01:46:02 PM,53.58,49,5/8/1985,Q2,H1,1985,5,May,May,8,Wednesday,Wed,32.24,144108,27%,122-98-1489,207-567-1649,Brookton,Washington,Brookton,ME,4413,Northeast,lrmcmahon,INuWc}+~w
886315,Dr.,Valentin,S,Montoya,M,valentin.montoya@aol.com,Laurence Montoya,Kayla Montoya,Fuller,11/7/1965,03:14:59 PM,51.76,81,1/5/1997,Q1,H1,1997,1,January,Jan,5,Sunday,Sun,20.57,164411,23%,532-71-1470,423-851-9829,Kingston,Roane,Kingston,TN,37763,South,vsmontoya,P+SK3y[E
948512,Mr.,Jared,Q,Shepherd,M,jared.shepherd@ntlworld.com,Dan Shepherd,Katelyn Shepherd,Compton,3/26/1996,06:36:07 PM,21.35,62,5/10/2017,Q2,H1,2017,5,May,May,10,Wednesday,Wed,0.22,47359,20%,480-41-8590,212-443-7359,Dewittville,Chautauqua,Dewittville,NY,14728,Northeast,jqshepherd,f7yymOJ?q
780963,Mrs.,Jami,P,Cantrell,F,jami.cantrell@hotmail.com,Darius Cantrell,Deloris Cantrell,Rivas,3/30/1986,03:22:01 AM,31.35,42,4/20/2007,Q2,H1,2007,4,April,Apr,20,Friday,Fri,10.28,196942,29%,288-15-3260,217-840-0373,Country Club Hills,Cook,Country Club Hills,IL,60478,Midwest,jpcantrell,MATL%Z:zdzu&?
282037,Mr.,Bruno,M,Whitney,M,bruno.whitney@sbcglobal.net,Denny Whitney,Darcy Whitney,Montoya,3/21/1976,08:14:58 AM,41.38,60,4/4/2010,Q2,H1,2010,4,April,Apr,4,Sunday,Sun,7.32,182912,30%,430-99-5587,205-929-8374,Killen,Lauderdale,Killen,AL,35645,South,bmwhitney,P-FGH9DV;0a%?r
505758,Mr.,Garland,Q,Watkins,M,garland.watkins@apple.com,Wendell Watkins,Kaye Watkins,Sargent,1/14/1962,04:24:23 PM,55.57,53,9/26/2008,Q3,H2,2008,9,September,Sep,26,Friday,Fri,8.84,70852,9%,181-86-4186,210-488-3772,Kopperl,Bosque,Kopperl,TX,76652,South,gqwatkins,qWFUv2Ic
487100,Mr.,Augustus,E,Maldonado,M,augustus.maldonado@yahoo.com,Pierre Maldonado,Michele Maldonado,Estrada,5/25/1992,06:04:26 PM,25.19,61,8/1/2016,Q3,H2,2016,8,August,Aug,1,Monday,Mon,0.99,139481,16%,001-11-5502,231-510-3900,Napoleon,Jackson,Napoleon,MI,49261,Midwest,aemaldonado,E1n8#jucD
974444,Prof.,Luther,F,Mcneil,M,luther.mcneil@aol.com,Brett Mcneil,Edith Mcneil,Wolfe,3/31/1992,07:15:26 PM,25.34,75,4/2/2014,Q2,H1,2014,4,April,Apr,2,Wednesday,Wed,3.32,46241,28%,167-86-7703,217-960-5560,Winthrop Harbor,Lake,Winthrop Harbor,IL,60096,Midwest,lfmcneil,oYyKbjCZ%Jpe2
829416,Mr.,Jimmy,C,Molina,M,jimmy.molina@gmail.com,Morgan Molina,Lawanda Molina,Hendricks,5/8/1966,04:20:16 PM,51.26,69,10/11/2005,Q4,H2,2005,10,October,Oct,11,Tuesday,Tue,11.8,138022,15%,044-15-5704,228-944-2045,Biloxi,Harrison,Biloxi,MS,39533,South,jcmolina,R.:A0|9+r
146825,Hon.,Morton,Q,Franklin,M,morton.franklin@cox.net,Lamar Franklin,Jenna Franklin,Hernandez,8/22/1960,05:11:11 PM,56.97,55,2/14/2008,Q1,H1,2008,2,February,Feb,14,Thursday,Thu,9.46,136498,21%,314-35-6383,302-718-2676,Kenton,Kent,Kenton,DE,19955,South,mqfranklin,pLT:@n0f
603179,Mr.,Andrew,V,Price,M,andrew.price@yahoo.co.uk,Darius Price,Patsy Price,Bright,3/6/1987,01:43:04 PM,30.42,79,5/31/2009,Q2,H1,2009,5,May,May,31,Sunday,Sun,8.16,189614,24%,387-33-5564,216-707-4827,Ohio City,Van Wert,Ohio City,OH,45874,Midwest,avprice,IlS@3q7KUKVTMwR
175035,Ms.,Ava,L,Romero,F,ava.romero@aol.com,Simon Romero,Annabelle Romero,White,5/25/1972,09:48:05 PM,45.21,40,9/14/2004,Q3,H2,2004,9,September,Sep,14,Tuesday,Tue,12.88,154633,6%,267-99-0811,205-665-8463,Fort Payne,DeKalb,Fort Payne,AL,35967,South,alromero,V19qO2Wu%%P
358935,Ms.,Anastasia,Y,Bowen,F,anastasia.bowen@gmail.com,Jessie Bowen,Catherine Bowen,Ortega,12/23/1992,11:21:30 AM,24.61,40,4/1/2017,Q2,H1,2017,4,April,Apr,1,Saturday,Sat,0.32,196480,21%,508-57-6611,240-646-3168,Garrett Park,Montgomery,Garrett Park,MD,20896,South,aybowen,6k~FYiSg-i_+I7r
608832,Mrs.,Sabrina,O,Fowler,F,sabrina.fowler@outlook.com,Leon Fowler,Etta Fowler,Barton,1/3/1982,07:17:34 PM,35.59,43,7/17/2006,Q3,H2,2006,7,July,Jul,17,Monday,Mon,11.04,130226,6%,482-41-0998,228-504-7673,Duncan,Bolivar,Duncan,MS,38740,South,sofowler,T-hp_>k]4
509911,Ms.,Kirsten,Y,Lee,F,kirsten.lee@hotmail.com,Carol Lee,Cleo Lee,Campbell,10/16/1968,03:15:50 AM,48.81,43,12/19/2014,Q4,H2,2014,12,December,Dec,19,Friday,Fri,2.61,61126,9%,678-22-5187,314-227-1897,Saint Louis,St. Louis (city),Saint Louis,MO,63164,Midwest,kylee,p}|ZV^pVuM.
354363,Ms.,Tabatha,W,Arnold,F,tabatha.arnold@gmail.com,Elliott Arnold,Dana Arnold,Park,7/29/1976,02:18:54 AM,41.02,45,12/1/2004,Q4,H2,2004,12,December,Dec,1,Wednesday,Wed,12.66,62009,24%,184-86-0283,239-581-1465,Bagdad,Santa Rosa,Bagdad,FL,32530,South,twarnold,7w77BpxlX_
344607,Mr.,Gregg,T,Mann,M,gregg.mann@verizon.net,Dylan Mann,Penelope Mann,Kline,5/15/1959,10:07:43 PM,58.24,54,7/9/1998,Q3,H2,1998,7,July,Jul,9,Thursday,Thu,19.07,188608,29%,415-99-7608,339-989-4749,Dartmouth,Bristol,Dartmouth,MA,2714,Northeast,gtmann,q!cdG$ottkNDqZ
191963,Ms.,Deanne,H,Mccarty,F,deanne.mccarty@charter.net,Jame Mccarty,Lauren Mccarty,Newton,1/3/1974,11:03:36 AM,43.59,52,7/3/2012,Q3,H2,2012,7,July,Jul,3,Tuesday,Tue,5.07,91068,20%,126-98-1744,319-336-2399,Clarinda,Page,Clarinda,IA,51632,Midwest,dhmccarty,NTnf^{I&&2
695631,Mrs.,Juanita,O,Zimmerman,F,juanita.zimmerman@hotmail.com,Bryce Zimmerman,Aurelia Zimmerman,Pratt,10/16/1974,07:55:00 PM,42.81,50,11/18/2010,Q4,H2,2010,11,November,Nov,18,Thursday,Thu,6.7,86919,15%,352-08-7814,907-789-9367,Seward,Kenai Peninsula,Seward,AK,99664,West,jozimmerman,eN_os0cM^JLjQa!
547420,Mr.,Doug,V,Small,M,doug.small@hotmail.com,Ross Small,Kristen Small,Cummings,12/8/1991,08:01:39 PM,25.65,66,11/19/2014,Q4,H2,2014,11,November,Nov,19,Wednesday,Wed,2.69,139670,26%,526-99-7100,236-456-9446,Doe Hill,Highland,Doe Hill,VA,24433,South,dvsmall,Gn9lFj#7l
403674,Dr.,Billy,R,Mcdowell,M,billy.mcdowell@gmail.com,Morgan Mcdowell,Jennie Mcdowell,Carlson,10/6/1983,02:59:09 PM,33.83,57,4/6/2014,Q2,H1,2014,4,April,Apr,6,Sunday,Sun,3.31,170510,1%,696-16-7530,270-556-2299,Rhodelia,Meade,Rhodelia,KY,40161,South,brmcdowell,nD}+Y%UurUP%:
988937,Dr.,Boyd,L,Valencia,M,boyd.valencia@gmail.com,Matt Valencia,Nettie Valencia,Mayo,6/9/1987,04:35:12 PM,30.16,62,11/16/2016,Q4,H2,2016,11,November,Nov,16,Wednesday,Wed,0.7,180715,26%,078-02-8120,209-925-2984,Mount Hamilton,Santa Clara,Mount Hamilton,CA,95140,West,blvalencia,OAl%u%VVi9
937737,Mr.,Roberto,T,Caldwell,M,roberto.caldwell@gmail.com,Stuart Caldwell,Maude Caldwell,Cortez,8/12/1994,03:10:06 AM,22.98,79,3/11/2017,Q1,H1,2017,3,March,Mar,11,Saturday,Sat,0.38,71924,22%,087-02-8919,217-438-3997,Peoria,Peoria,Peoria,IL,61639,Midwest,rtcaldwell,R1H?:X&qBF
144235,Mr.,Kris,U,Conner,M,kris.conner@gmail.com,Kenton Conner,Dana Conner,Clark,5/23/1962,06:30:28 PM,55.22,86,9/20/1998,Q3,H2,1998,9,September,Sep,20,Sunday,Sun,18.87,102819,0%,651-62-0527,203-368-9792,Ballouville,Windham,Ballouville,CT,6233,Northeast,kuconner,l;N]lrhhDvub5r<
866051,Ms.,Leann,R,Ortiz,F,leann.ortiz@gmail.com,Drew Ortiz,Virginia Ortiz,Noel,2/16/1990,02:21:10 AM,27.46,59,4/8/2011,Q2,H1,2011,4,April,Apr,8,Friday,Fri,6.31,86569,13%,088-02-9740,215-754-3823,Neelyton,Huntingdon,Neelyton,PA,17239,Northeast,lrortiz,wohwj;LtI4
287787,Mr.,Joaquin,B,Bentley,M,joaquin.bentley@gmail.com,Lance Bentley,Adrienne Bentley,Owen,8/24/1961,12:00:11 AM,55.96,58,7/28/2012,Q3,H2,2012,7,July,Jul,28,Saturday,Sat,5,96012,16%,287-15-0404,236-809-8062,Barren Springs,Wythe,Barren Springs,VA,24313,South,jbbentley,of]v2ku#4]
316579,Mrs.,Leanne,Z,Potter,F,leanne.potter@exxonmobil.com,Alfonso Potter,Vicki Potter,Mann,1/25/1989,04:43:57 AM,28.52,44,10/16/2015,Q4,H2,2015,10,October,Oct,16,Friday,Fri,1.78,95604,19%,268-17-1006,907-743-5043,Cordova,Valdez-Cordova (CA),Cordova,AK,99574,West,lzpotter,CHrJU>n}2y>hH
625981,Mr.,Jay,R,Sanders,M,jay.sanders@gmail.com,Chang Sanders,Gloria Sanders,Dyer,1/5/1964,01:55:31 PM,53.6,62,12/29/1987,Q4,H2,1987,12,December,Dec,29,Tuesday,Tue,29.6,123069,23%,168-86-3105,339-616-2386,Oxford,Worcester,Oxford,MA,1540,Northeast,jrsanders,thsKqnmM
232661,Ms.,Luz,G,Brown,F,luz.brown@msn.com,Mac Brown,Shawn Brown,Riley,7/6/1961,09:08:25 PM,56.1,45,5/18/1987,Q2,H1,1987,5,May,May,18,Monday,Mon,30.22,111953,27%,420-67-7134,803-614-9830,Charleston,Charleston,Charleston,SC,29403,South,lgbrown,Gh!c\z]XW}Lg*N}
863522,Mr.,Dudley,W,Preston,M,dudley.preston@gmail.com,Conrad Preston,Brandy Preston,Blackburn,11/16/1977,06:01:37 AM,39.72,74,3/24/2014,Q1,H1,2014,3,March,Mar,24,Monday,Mon,3.35,121461,9%,607-87-4655,236-552-8765,Keokee,Lee,Keokee,VA,24265,South,dwpreston,Oh3YE+Se/F%<Hi
118236,Mr.,Monroe,D,Beach,M,monroe.beach@bp.com,Vito Beach,Adrienne Beach,Hopkins,10/18/1987,03:44:55 AM,29.8,68,8/26/2015,Q3,H2,2015,8,August,Aug,26,Wednesday,Wed,1.92,74452,2%,198-84-8610,225-797-4264,Norwood,East Feliciana,Norwood,LA,70761,South,mdbeach,g<xbWcc?IAj}1
412201,Ms.,Dina,Q,Jones,F,dina.jones@aol.com,Guillermo Jones,Kenya Jones,Pollard,8/26/1990,05:45:01 AM,26.94,51,7/26/2013,Q3,H2,2013,7,July,Jul,26,Friday,Fri,4.01,60935,6%,474-55-5660,218-825-9608,Monticello,Wright,Monticello,MN,55591,Midwest,dqjones,4:79ZhA}Z&Q
855988,Hon.,Christian,G,Morrison,M,christian.morrison@yahoo.co.in,Heath Morrison,Nicole Morrison,Becker,7/8/1959,03:41:16 AM,58.1,65,11/12/2011,Q4,H2,2011,11,November,Nov,12,Saturday,Sat,5.71,75109,13%,572-99-7139,212-393-3329,Sand Lake,Rensselaer,Sand Lake,NY,12153,Northeast,cgmorrison,sa/GcpYwsAHQ;9Q
158689,Ms.,Lucile,L,Fleming,F,lucile.fleming@hotmail.co.uk,Jefferson Fleming,Charlene Fleming,White,12/13/1966,12:42:30 AM,50.66,60,12/9/2006,Q4,H2,2006,12,December,Dec,9,Saturday,Sat,10.64,141720,5%,769-02-7714,802-541-8727,Cabot,Washington,Cabot,VT,5647,Northeast,llfleming,n]Qv?0d7WJ3
737292,Mr.,Luciano,H,Ray,M,luciano.ray@btinternet.com,Joesph Ray,Noreen Ray,Langley,10/19/1991,01:23:34 PM,25.79,63,2/22/2014,Q1,H1,2014,2,February,Feb,22,Saturday,Sat,3.43,164496,1%,407-73-3301,479-621-5916,Little Rock,Pulaski,Little Rock,AR,72231,South,lhray,sn@6J/tm
596917,Mr.,Ahmad,B,Poole,M,ahmad.poole@gmail.com,Brenton Poole,Ramona Poole,Watkins,6/6/1973,09:43:28 AM,44.17,79,6/1/2016,Q2,H1,2016,6,June,Jun,1,Wednesday,Wed,1.16,178345,29%,179-86-2300,219-947-6343,North Judson,Starke,North Judson,IN,46366,Midwest,abpoole,qYJAFnG5-b08:E
620634,Ms.,Janna,Y,Hopkins,F,janna.hopkins@aol.com,Errol Hopkins,Robert Hopkins,Richards,11/21/1987,09:55:25 AM,29.7,56,12/21/2011,Q4,H2,2011,12,December,Dec,21,Wednesday,Wed,5.61,40265,16%,246-99-6712,212-272-9825,Madison,Madison,Madison,NY,13402,Northeast,jyhopkins,cZ{lHIvS/\h
130591,Prof.,Kendrick,V,Miles,M,kendrick.miles@ibm.com,Refugio Miles,Amelia Miles,Heath,8/10/1962,07:32:32 PM,55,52,1/25/1991,Q1,H1,1991,1,January,Jan,25,Friday,Fri,26.52,134103,28%,323-11-2203,603-789-4081,Nashua,Hillsborough,Nashua,NH,3063,Northeast,kvmiles,hHB#Ptw@||T8
579618,Hon.,Demetrius,Z,Ruiz,M,demetrius.ruiz@gmail.com,Stuart Ruiz,Kristy Ruiz,Glass,12/14/1992,02:26:21 PM,24.64,86,5/20/2015,Q2,H1,2015,5,May,May,20,Wednesday,Wed,2.19,83790,27%,348-08-8676,236-957-6759,Chantilly,Chantilly,Chantilly,VA,22021,South,dzruiz,Nls|6;.Tg6Y
240295,Mr.,Ken,P,Winters,M,ken.winters@rediffmail.com,Felix Winters,Anne Winters,Brennan,2/14/1995,07:59:08 PM,22.47,59,3/31/2016,Q1,H1,2016,3,March,Mar,31,Thursday,Thu,1.33,131126,13%,448-27-5412,314-956-9973,Jefferson City,Cole,Jefferson City,MO,65111,Midwest,kpwinters,Y@NMOWx<f~p
846100,Mr.,Earl,O,Gilbert,M,earl.gilbert@bp.com,Bart Gilbert,Thelma Gilbert,Elliott,1/14/1973,06:37:56 PM,44.56,53,8/26/2013,Q3,H2,2013,8,August,Aug,26,Monday,Mon,3.92,129931,11%,724-28-7343,212-758-7329,Niagara Falls,Niagara,Niagara Falls,NY,14302,Northeast,eogilbert,t%+1_mS^t};Mo3
431841,Ms.,Taylor,K,Barlow,F,taylor.barlow@aol.com,Rene Barlow,Melody Barlow,Cherry,2/4/1965,02:43:18 AM,52.51,58,4/18/1987,Q2,H1,1987,4,April,Apr,18,Saturday,Sat,30.3,61082,0%,321-11-1526,405-534-3458,Sentinel,Washita,Sentinel,OK,73664,South,tkbarlow,kEyVxO_^9.Eu_?
520702,Ms.,Clarissa,Z,Lawson,F,clarissa.lawson@hotmail.com,Erin Lawson,Lolita Lawson,Walter,6/26/1993,01:26:45 AM,24.1,49,11/11/2015,Q4,H2,2015,11,November,Nov,11,Wednesday,Wed,1.71,74924,30%,684-24-5365,319-776-6050,Melbourne,Marshall,Melbourne,IA,50162,Midwest,czlawson,E$:vE2\7:k_&
771425,Mr.,Lewis,T,Fuller,M,lewis.fuller@comcast.net,Louis Fuller,Kris Fuller,Suarez,11/1/1958,05:31:48 AM,58.78,78,12/20/2006,Q4,H2,2006,12,December,Dec,20,Wednesday,Wed,10.61,81514,4%,414-99-0664,270-353-0382,Hope,Montgomery,Hope,KY,40334,South,ltfuller,GhGh~6/W
